1|2004-09-27|2004-10-05|2004-10-01|10298|Shipped|39|105|4095.0|1|S10_2016|1996 Moto Guzzi 1100i|1:10|Official Moto Guzzi logos and insignias, saddle ba|Motorcycles|103|Atelier graphique|Nantes||France|Firman
2|2003-05-20|2003-05-29|2003-05-22|10123|Shipped|26|120|3120.0|2|S18_1589|1965 Aston Martin DB5|1:18|Die-cast model of the silver 1965 Aston Martin DB5|Classic Cars|103|Atelier graphique|Nantes||France|Firman
3|2004-09-27|2004-10-05|2004-10-01|10298|Shipped|32|60|1920.0|2|S18_2625|1936 Harley Davidson El Knucklehead|1:18|Intricately detailed with chrome accents and trim,|Motorcycles|103|Atelier graphique|Nantes||France|Firman
4|2003-05-20|2003-05-29|2003-05-22|10123|Shipped|46|114|5244.0|3|S18_2870|1999 Indy 500 Monte Carlo SS|1:18|Features include opening and closing doors. Color:|Classic Cars|103|Atelier graphique|Nantes||France|Firman
5|2003-05-20|2003-05-29|2003-05-22|10123|Shipped|34|117|3978.0|4|S18_3685|1948 Porsche Type 356 Roadster|1:18|This model features working front and rear suspens|Classic Cars|103|Atelier graphique|Nantes||France|Firman
6|2003-05-20|2003-05-29|2003-05-22|10123|Shipped|50|43|2150.0|1|S24_1628|1966 Shelby Cobra 427 S/C|1:24|This diecast model of the 1966 Shelby Cobra 427 S/|Classic Cars|103|Atelier graphique|Nantes||France|Firman
7|2004-11-25|2004-12-01|2004-11-26|10345|Shipped|43|38|1634.0|1|S24_2022|1938 Cadillac V-16 Presidential Limousine|1:24|This 1:24 scale precision die cast replica of the |Vintage Cars|103|Atelier graphique|Nantes||France|Firman
8|2004-08-06|2004-08-16|2004-08-09|10278|Shipped|34|114|3876.0|6|S18_1129|1993 Mazda RX-7|1:18|This model features, opening hood, opening doors, |Classic Cars|112|Signal Gift Stores|Las Vegas|NV|USA|Firman
9|2004-11-29|2004-12-05|2004-11-30|10346|Shipped|42|88|3696.0|3|S18_1342|1937 Lincoln Berline|1:18|Features opening engine cover, doors, trunk, and f|Vintage Cars|112|Signal Gift Stores|Las Vegas|NV|USA|Firman
10|2004-08-06|2004-08-16|2004-08-09|10278|Shipped|23|107|2461.0|2|S18_1589|1965 Aston Martin DB5|1:18|Die-cast model of the silver 1965 Aston Martin DB5|Classic Cars|112|Signal Gift Stores|Las Vegas|NV|USA|Firman
11|2003-05-21|2003-05-29|2003-05-25|10124|Shipped|21|153|3213.0|6|S18_1749|1917 Grand Touring Sedan|1:18|This 1:18 scale replica of the 1917 Grand Touring |Vintage Cars|112|Signal Gift Stores|Las Vegas|NV|USA|Firman
12|2004-08-06|2004-08-16|2004-08-09|10278|Shipped|29|73|2117.0|10|S18_1889|1948 Porsche 356-A Roadster|1:18|This precision die-cast replica features opening d|Classic Cars|112|Signal Gift Stores|Las Vegas|NV|USA|Firman
13|2004-08-06|2004-08-16|2004-08-09|10278|Shipped|29|118|3422.0|5|S18_1984|1995 Honda Civic|1:18|This model features, opening hood, opening doors, |Classic Cars|112|Signal Gift Stores|Las Vegas|NV|USA|Firman
14|2003-05-21|2003-05-29|2003-05-25|10124|Shipped|42|58|2436.0|5|S18_2248|1911 Ford Town Car|1:18|Features opening hood, opening doors, opening trun|Vintage Cars|112|Signal Gift Stores|Las Vegas|NV|USA|Firman
15|2003-05-21|2003-05-29|2003-05-25|10124|Shipped|42|111|4662.0|3|S18_2325|1932 Model A Ford J-Coupe|1:18|This model features grille-mounted chrome horn, li|Vintage Cars|112|Signal Gift Stores|Las Vegas|NV|USA|Firman
16|2004-08-06|2004-08-16|2004-08-09|10278|Shipped|39|117|4563.0|3|S18_2870|1999 Indy 500 Monte Carlo SS|1:18|Features include opening and closing doors. Color:|Classic Cars|112|Signal Gift Stores|Las Vegas|NV|USA|Firman
17|2004-08-06|2004-08-16|2004-08-09|10278|Shipped|42|167|7014.0|7|S18_3232|1992 Ferrari 360 Spider red|1:18|his replica features opening doors, superb detail |Classic Cars|112|Signal Gift Stores|Las Vegas|NV|USA|Firman
18|2004-08-06|2004-08-16|2004-08-09|10278|Shipped|31|114|3534.0|4|S18_3685|1948 Porsche Type 356 Roadster|1:18|This model features working front and rear suspens|Classic Cars|112|Signal Gift Stores|Las Vegas|NV|USA|Firman
19|2003-05-21|2003-05-29|2003-05-25|10124|Shipped|36|75|2700.0|7|S18_4409|1932 Alfa Romeo 8C2300 Spider Sport|1:18|This 1:18 scale precision die cast replica feature|Vintage Cars|112|Signal Gift Stores|Las Vegas|NV|USA|Firman
20|2003-05-21|2003-05-29|2003-05-25|10124|Shipped|23|66|1518.0|8|S18_4933|1957 Ford Thunderbird|1:18|This 1:18 scale precision die-cast replica, with i|Classic Cars|112|Signal Gift Stores|Las Vegas|NV|USA|Firman
21|2003-05-21|2003-05-29|2003-05-25|10124|Shipped|22|62|1364.0|12|S24_1046|1970 Chevy Chevelle SS 454|1:24|This model features rotating wheels, working stree|Classic Cars|112|Signal Gift Stores|Las Vegas|NV|USA|Firman
22|2004-08-06|2004-08-16|2004-08-09|10278|Shipped|35|48|1680.0|1|S24_1628|1966 Shelby Cobra 427 S/C|1:24|This diecast model of the 1966 Shelby Cobra 427 S/|Classic Cars|112|Signal Gift Stores|Las Vegas|NV|USA|Firman
23|2003-05-21|2003-05-29|2003-05-25|10124|Shipped|45|30|1350.0|2|S24_1937|1939 Chevrolet Deluxe Coupe|1:24|This 1:24 scale die-cast replica of the 1939 Chevr|Vintage Cars|112|Signal Gift Stores|Las Vegas|NV|USA|Firman
24|2003-05-21|2003-05-29|2003-05-25|10124|Shipped|22|36|792.0|1|S24_2022|1938 Cadillac V-16 Presidential Limousine|1:24|This 1:24 scale precision die cast replica of the |Vintage Cars|112|Signal Gift Stores|Las Vegas|NV|USA|Firman
25|2003-05-21|2003-05-29|2003-05-25|10124|Shipped|32|74|2368.0|10|S24_2766|1949 Jaguar XK 120|1:24|Precision-engineered from original Jaguar specific|Classic Cars|112|Signal Gift Stores|Las Vegas|NV|USA|Firman
26|2004-11-29|2004-12-05|2004-11-30|10346|Shipped|25|87|2175.0|1|S24_2766|1949 Jaguar XK 120|1:24|Precision-engineered from original Jaguar specific|Classic Cars|112|Signal Gift Stores|Las Vegas|NV|USA|Firman
